

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:35 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2004-10-01,,     0.0,     0.0,     5.3,    18.7,     3.5,     9.2,-99.9,
428,2004-10-02,,     0.0,     0.0,     6.3,    16.8,     3.3,     9.8,-99.9,
428,2004-10-03,,     0.0,     0.0,     6.7,    18.8,     5.9,    10.7,-99.9,
428,2004-10-04,,     0.0,     0.0,     7.3,    19.6,     4.4,    10.8,-99.9,
428,2004-10-05,,     0.0,     0.0,     6.8,    20.2,     6.6,    11.7,-99.9,
428,2004-10-06,,     0.0,     0.0,     6.4,    21.1,     4.0,    11.1,-99.9,
428,2004-10-07,,     0.0,     0.0,     6.1,    20.3,     3.8,    10.9,-99.9,
428,2004-10-08,,     0.0,     0.0,     6.7,    20.8,     2.5,    10.7,-99.9,
428,2004-10-09,,     0.0,     0.0,     6.5,    19.3,     4.4,    10.3,-99.9,
428,2004-10-10,,     0.0,     0.0,     4.2,    14.7,     2.6,     7.4,-99.9,
428,2004-10-11,,     0.0,     0.0,     3.6,    12.6,     0.7,     5.7,-99.9,
428,2004-10-12,,     0.0,     0.0,     7.3,    14.4,     2.1,     7.3,-99.9,
428,2004-10-13,,     0.0,     0.0,     9.7,    20.9,     6.8,    11.9,-99.9,
428,2004-10-14,,     0.0,     0.1,     6.5,    22.1,     6.5,    12.6,-99.9,
428,2004-10-15,,     0.0,     0.1,     7.7,    26.1,     6.2,    14.1,-99.9,
428,2004-10-16,,     0.0,     0.1,     6.5,    23.8,     5.9,    12.8,-99.9,
428,2004-10-17,,     0.0,     0.1,     4.6,    16.4,     4.5,     8.6,-99.9,
428,2004-10-18,,     0.3,     2.1,    -0.8,     4.8,    -0.8,     2.6,-99.9,
428,2004-10-19,,     0.3,     2.1,    -1.0,     2.3,    -2.0,    -0.7,-99.9,
428,2004-10-20,,     2.7,     3.9,    -1.3,    -0.1,    -1.4,    -0.6,-99.9,
428,2004-10-21,,     3.8,     6.1,    -5.5,     3.3,    -5.5,    -1.6,-99.9,
428,2004-10-22,,     3.6,     6.1,    -1.5,     7.3,    -7.3,    -0.9,-99.9,
428,2004-10-23,,     3.3,     6.1,     1.4,     8.5,    -3.7,     1.5,-99.9,
428,2004-10-24,,     3.3,     6.5,     0.4,     1.4,     0.1,     0.6,-99.9,
428,2004-10-25,,     3.0,     6.7,    -0.5,     7.9,    -0.6,     2.1,-99.9,
428,2004-10-26,,     3.0,     6.7,    -1.6,     5.1,    -1.6,     0.4,-99.9,
428,2004-10-27,,     4.6,     8.6,    -6.2,     0.9,    -6.2,    -2.9,-99.9,
428,2004-10-28,,     4.6,     8.6,    -6.6,     1.6,    -8.6,    -3.9,-99.9,
428,2004-10-29,,     4.7,     8.7,    -3.5,    -2.5,    -8.7,    -4.0,-99.9,
428,2004-10-30,,     4.5,     8.7,    -3.1,    10.1,    -5.2,    -0.1,-99.9,
428,2004-10-31,,     4.3,     8.7,    -2.3,     9.8,    -6.4,     0.5,-99.9,
428,2004-11-01,,     4.2,     8.7,    -3.2,     7.2,    -6.2,    -1.2,-99.9,
428,2004-11-02,,     4.0,     8.7,    -1.8,     9.5,    -6.3,     0.4,-99.9,
428,2004-11-03,,     3.7,     8.8,     2.7,    12.3,    -3.1,     3.1,-99.9,
428,2004-11-04,,     4.4,     9.2,    -2.1,     2.5,    -3.0,    -0.7,-99.9,
428,2004-11-05,,     4.5,     9.6,     0.1,     6.4,    -2.0,     0.1,-99.9,
428,2004-11-06,,     4.4,     9.7,     3.5,     9.5,    -3.3,     3.0,-99.9,
428,2004-11-07,,     4.2,     9.7,    -1.2,    14.4,    -1.2,     4.5,-99.9,
428,2004-11-08,,     4.0,     9.7,     2.6,    11.7,    -1.9,     4.4,-99.9,
428,2004-11-09,,     4.0,     9.8,     0.7,     9.8,     0.7,     3.8,-99.9,
428,2004-11-10,,     3.8,     9.8,     0.3,    10.0,    -0.2,     2.7,-99.9,
428,2004-11-11,,     3.7,     9.8,    -0.7,     7.3,    -1.3,     1.2,-99.9,
428,2004-11-12,,     3.7,    10.2,    -1.9,     1.7,    -1.9,    -0.4,-99.9,
428,2004-11-13,,     3.7,    10.2,    -0.7,     8.5,    -2.2,     1.1,-99.9,
428,2004-11-14,,     4.0,    10.2,    -0.2,     7.3,    -0.8,     1.9,-99.9,
428,2004-11-15,,     4.0,    10.2,    -1.5,     9.4,    -3.1,     1.3,-99.9,
428,2004-11-16,,     3.8,    10.2,    -1.1,     9.4,    -2.3,     2.0,-99.9,
428,2004-11-17,,     3.6,    10.2,     0.0,    11.0,    -2.4,     2.8,-99.9,
428,2004-11-18,,     3.5,    10.2,    -0.5,    13.6,    -1.6,     3.7,-99.9,
428,2004-11-19,,     3.3,    10.2,    -0.5,    12.9,    -2.0,     3.0,-99.9,
428,2004-11-20,,     3.3,    10.2,    -3.8,     6.0,    -3.8,    -0.6,-99.9,
428,2004-11-21,,     3.3,    10.2,    -7.5,     2.7,    -7.5,    -3.6,-99.9,
428,2004-11-22,,     3.3,    10.2,    -4.9,     2.0,    -8.6,    -4.8,-99.9,
428,2004-11-23,,     3.3,    10.2,    -2.6,    13.5,    -6.3,     0.0,-99.9,
428,2004-11-24,,     3.3,    10.3,    -0.2,     9.2,    -4.9,     0.5,-99.9,
428,2004-11-25,,     3.3,    10.4,     0.2,    14.0,    -3.1,     3.4,-99.9,
428,2004-11-26,,     3.3,    10.5,    -2.6,     5.2,    -2.6,    -0.2,-99.9,
428,2004-11-27,,     3.3,    10.8,    -1.9,     5.4,    -6.0,    -1.6,-99.9,
428,2004-11-28,,     4.3,    12.5,    -8.8,    -0.8,    -8.8,    -4.5,-99.9,
428,2004-11-29,,     5.0,    12.5,   -11.4,    -3.3,   -11.5,    -9.0,-99.9,
428,2004-11-30,,     5.0,    12.5,   -11.7,     5.3,   -14.4,    -7.2,-99.9,
428,2004-12-01,,     5.0,    12.5,    -6.6,     3.4,   -12.1,    -6.0,-99.9,
428,2004-12-02,,     5.0,    12.5,    -9.6,     0.5,    -9.7,    -6.4,-99.9,
428,2004-12-03,,     5.0,    12.5,    -7.6,    -1.0,    -9.8,    -7.1,-99.9,
428,2004-12-04,,     5.0,    12.5,    -7.8,     6.1,   -11.0,    -4.5,-99.9,
428,2004-12-05,,     5.0,    12.5,    -6.7,     3.7,   -11.0,    -5.3,-99.9,
428,2004-12-06,,     5.0,    12.5,    -6.1,     4.0,   -12.0,    -5.2,-99.9,
428,2004-12-07,,     5.7,    12.9,    -3.4,     0.2,    -6.3,    -4.2,-99.9,
428,2004-12-08,,     8.2,    14.3,    -3.0,    -1.5,    -3.4,    -2.5,-99.9,
428,2004-12-09,,    11.1,    18.1,     1.8,     2.0,    -3.0,    -0.1,-99.9,
428,2004-12-10,,    10.7,    18.5,    -0.5,    10.3,    -0.6,     2.8,-99.9,
428,2004-12-11,,    10.6,    18.6,     0.7,    14.6,    -1.6,     3.6,-99.9,
428,2004-12-12,,    10.5,    18.6,    -0.1,    15.5,    -2.1,     3.8,-99.9,
