

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:05:11 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2016-10-01,,     0.0,     0.0,     8.1,    17.7,     7.4,    11.5,       0,
428,2016-10-02,,     0.0,     0.0,     1.1,    14.7,     1.0,     7.8,       0,
428,2016-10-03,,     0.0,     0.3,     0.8,     8.5,     0.9,     3.1,       0,
428,2016-10-04,,     0.0,     0.5,     3.0,     3.2,    -0.1,     1.7,       0,
428,2016-10-05,,     0.0,     0.5,     0.4,    10.1,     0.4,     4.6,       0,
428,2016-10-06,,     0.0,     0.5,     1.4,    10.9,    -0.9,     3.9,       0,
428,2016-10-07,,     0.0,     0.5,     3.7,    16.0,     0.2,     6.8,       0,
428,2016-10-08,,     0.0,     0.5,     8.5,    20.2,     2.6,    10.2,       0,
428,2016-10-09,,     0.0,     0.5,     5.7,    20.3,     4.4,    11.1,       0,
428,2016-10-10,,     0.0,     0.5,     7.8,    19.6,     3.9,    10.8,       0,
428,2016-10-11,,     0.0,     0.5,     7.3,    17.5,     5.6,    10.2,       0,
428,2016-10-12,,     0.0,     0.5,     4.6,    16.8,     3.5,     9.1,       0,
428,2016-10-13,,     0.0,     0.5,     4.1,    17.2,     2.6,     8.6,       0,
428,2016-10-14,,     0.0,     0.5,     8.7,    14.8,     4.1,     9.0,       0,
428,2016-10-15,,     0.0,     2.2,     6.4,     8.8,     5.1,     6.5,       0,
428,2016-10-16,,     0.0,     4.6,     4.9,     6.7,     3.3,     5.6,       0,
428,2016-10-17,,     0.2,     9.6,     1.4,     6.5,     1.4,     4.3,       2,
428,2016-10-18,,     0.7,    10.5,     1.3,     4.0,     1.1,     1.9,       4,
428,2016-10-19,,     0.5,    10.5,     1.5,     7.8,     0.8,     2.9,       3,
428,2016-10-20,,     0.0,    10.5,     2.4,    12.5,     0.0,     4.8,       0,
428,2016-10-21,,     0.0,    10.5,     2.5,    18.2,     1.3,     7.6,       0,
428,2016-10-22,,     0.0,    10.5,     2.6,    16.0,     1.5,     7.2,       0,
428,2016-10-23,,     0.0,    10.5,     3.7,    14.3,     1.1,     6.6,       0,
428,2016-10-24,,     0.0,    10.5,     8.1,    13.8,     2.1,     8.1,       0,
428,2016-10-25,,     0.0,    10.7,     4.2,     8.2,     4.0,     6.2,       0,
428,2016-10-26,,     0.0,    10.9,     3.7,     8.9,     3.5,     5.4,       0,
428,2016-10-27,,     0.0,    10.9,     7.8,    13.4,     3.0,     7.4,       0,
428,2016-10-28,,     0.0,    12.6,     8.3,     9.1,     6.2,     7.8,       0,
428,2016-10-29,,     0.0,    14.0,     6.2,     8.3,     6.2,     7.2,       0,
428,2016-10-30,,     0.0,    14.0,     6.6,     8.4,     6.2,     7.2,       0,
428,2016-10-31,,     1.2,    16.4,     1.9,     7.1,     0.8,     3.7,       9,
