Date,Air Temp Max (C),Air Temp Min (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),dt
1970-10-31,13.176774193548388,-0.17903225806451614,2.580967741935484,25.899806451612903,,,1.651,14.584516129032258,7.292258064516129,0.0,2.48832e+16
1970-11-30,5.9385,-2.0535,15.820571428571428,273.6580666666667,,,5.533571428571428,79.04866666666666,29.21,16.002,2.75184e+16
1970-12-31,-0.5370967741935483,-8.718870967741937,14.264967741935484,803.7498709677419,,,18.21688,494.40245161290323,203.0446117647059,51.056988235294114,3.01536e+16
1971-01-31,3.5627419354838707,-7.8953225806451615,6.677741935483871,1092.0495483870968,,,5.649310344827587,762.2603225806452,232.54297647058823,73.75412941176471,3.2832e+16
1971-02-28,4.261607142857143,-8.661964285714285,2.313214285714286,1186.632214285714,,,1.1641666666666668,833.76,181.67684210526318,73.84715789473684,3.53808e+16
1971-03-31,3.9029032258064515,-7.358225806451612,9.250516129032258,1358.736193548387,,,9.895416666666668,981.5116129032258,228.28955555555558,86.69161111111111,3.79296e+16
1971-04-30,7.066999999999999,-4.7175,3.7676666666666665,1573.2929333333334,,,2.7353846153846155,1119.7763333333335,209.83073684210527,90.31705263157895,4.05648e+16
1971-05-31,8.915806451612903,-1.1816129032258065,2.8185806451612905,1677.9513548387097,,,0.6519333333333334,1174.6517419354839,121.3970588235294,54.43070588235294,4.32e+16
1971-06-30,16.465,1.7945,2.015066666666667,1744.9184,,,0.508,1194.9,45.72,,4.58352e+16
1971-07-31,23.990322580645163,7.018064516129033,0.11470967741935484,1785.605935483871,,,0.0,1194.9,0.0,0.0,4.84704e+16
1971-08-31,24.54532258064516,7.573064516129032,0.29496774193548386,1789.499419354839,,,0.0,1194.9,0.0,0.0,5.11488e+16
1971-09-30,18.5555,3.1635,1.3716000000000002,1799.2606,,,1.1006666666666667,1196.2546666666667,0.0,0.0,5.3784e+16
1971-10-31,10.509193548387096,-2.309516129032258,1.310967741935484,16.32974193548387,,,1.2276666666666667,16.141290322580645,5.08,0.0,5.64192e+16
1971-11-30,4.9765,-4.8469999999999995,5.858933333333334,116.1332,,,2.624666666666667,71.852,16.026190476190475,0.7281333333333334,5.90544e+16
1971-12-31,-2.649677419354839,-11.78032258064516,12.880258064516129,375.8892903225806,,,15.24,252.1274193548387,129.51097142857142,,6.16896e+16
1972-01-31,1.3069354838709677,-9.470806451612905,4.260645161290323,648.8069677419355,,,5.896428571428572,469.83096774193547,168.35482857142856,48.07373333333334,6.4368e+16
1972-02-29,3.0046551724137927,-6.7939655172413795,7.812689655172413,810.738,,,6.5024,652.3196551724138,197.28542857142858,65.3796,6.696e+16
1972-03-31,7.841612903225807,-4.046129032258064,3.1790967741935487,1032.1094193548388,,,1.8626666666666665,777.4567741935484,167.53416666666666,65.09808333333334,6.9552e+16
1972-04-30,6.105,-4.7175,5.3255333333333335,1183.7449333333332,,,4.082142857142857,891.3629999999999,118.13309090909091,41.3258,7.21872e+16
1972-05-31,13.445322580645161,-0.6624193548387097,0.8603225806451612,1243.5610967741936,,,0.254,936.103870967742,55.88,,7.48224e+16
1972-06-30,18.7405,3.9775,0.9990666666666667,1281.5213333333334,,,0.08466666666666667,942.8626666666665,0.08466666666666667,0.0,7.74576e+16
1972-07-31,23.399516129032257,6.266129032258065,0.0,1289.0,,,0.0,943.5,0.0,,8.00928e+16
1972-08-31,22.88032258064516,6.21241935483871,0.05735483870967742,1290.3191612903227,,,0.0,943.5,0.0,0.0,8.27712e+16
1972-09-30,16.058,1.9795000000000003,3.547241379310345,1335.6362666666669,,,0.0,943.5,0.0,0.0,8.54064e+16
1972-10-31,9.30967741935484,-0.30435483870967744,2.834967741935484,56.396967741935484,,,0.24580645161290324,3.4412903225806453,0.24580645161290324,0.0,8.80416e+16
1972-11-30,2.96,-7.0855,8.040413793103449,249.78953333333337,,,7.6834999999999996,97.68533333333333,57.96642857142857,,9.06768e+16
1972-12-31,-1.3606451612903225,-10.974677419354839,7.182068965517241,429.60548387096776,,,5.167586206896552,269.37290322580645,87.83319999999999,23.205440000000003,9.3312e+16
1973-01-31,-0.6087096774193548,-10.99258064516129,13.871677419354839,753.4950322580646,,,17.55913043478261,509.1151612903226,175.51667368421053,48.149435294117644,9.59904e+16
1973-02-28,1.8830357142857144,-7.5321428571428575,9.162142857142857,1091.3089285714286,,,9.499600000000001,840.0589285714286,265.32275555555555,76.86209333333333,9.85392e+16
1973-03-31,0.6803225806451613,-9.184354838709677,4.793225806451613,1299.4290322580646,,,4.160344827586207,1026.9164516129033,267.82969523809527,92.8672380952381,1.01088e+17
1973-04-30,7.6034999999999995,-4.976500000000001,1.524,1394.0763333333334,,,1.0818518518518518,1096.6526666666666,208.4832,78.14243157894737,1.037232e+17
1973-05-31,15.100625,-0.9169565217391304,1.737032258064516,1428.1077419354838,,,0.327741935483871,1111.2490322580645,30.59083636363636,11.625118181818182,1.063584e+17
1973-06-30,20.28833333333333,4.357777777777778,0.7450666666666667,1484.0527333333334,,,0.0,1112.6,0.0,0.0,1.089936e+17
1973-07-31,24.115645161290324,6.588387096774194,0.1310967741935484,1487.9172903225806,,,0.0,1112.6,0.0,0.0,1.116288e+17
1973-08-31,22.701290322580647,5.782741935483871,0.942258064516129,1495.0800000000002,,,0.0,1112.6,0.0,0.0,1.143072e+17
1973-09-30,18.407500000000002,2.8675,1.3377333333333332,1532.3011333333334,,,0.0,1112.6,0.0,0.0,1.169424e+17
