

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:03:41 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,1987-10-01,,     0.0,     0.0,     3.4,    16.1,     1.5,     8.5,
428,1987-10-02,,     0.0,     0.0,     2.1,     3.4,     0.9,     2.1,
428,1987-10-03,,     0.0,     0.0,     2.4,    16.9,     1.6,     8.8,
428,1987-10-04,,     0.0,     0.0,     2.1,    16.9,     1.3,     8.7,
428,1987-10-05,,     0.1,     0.0,     5.0,    18.2,     1.7,     9.0,
428,1987-10-06,,     0.0,     0.0,     3.1,    18.3,     4.4,    10.3,
428,1987-10-07,,     0.0,     0.1,     3.0,    18.5,     2.3,     9.6,
428,1987-10-08,,     0.0,     0.1,     1.6,    14.3,     1.7,     7.6,
428,1987-10-09,,     0.0,     0.1,     1.0,    17.2,     0.6,     7.5,
428,1987-10-10,,     0.0,     0.1,     1.3,    15.2,     0.1,     6.8,
428,1987-10-11,,     0.0,     0.1,     0.3,    14.5,     1.0,     6.8,
428,1987-10-12,,     0.0,     0.3,     0.8,    14.1,    -0.1,     5.8,
428,1987-10-13,,     0.0,     0.8,    -2.5,     9.6,    -1.1,     2.2,
428,1987-10-14,,     0.0,     0.9,    -3.4,    -1.3,    -3.0,    -2.3,
428,1987-10-15,,     0.0,     0.9,    -3.9,    14.3,    -4.1,     3.7,
428,1987-10-16,,     0.0,     0.9,    -2.4,    15.4,    -4.6,     3.4,
428,1987-10-17,,     0.0,     0.9,    -3.8,    12.4,    -3.3,     3.4,
428,1987-10-18,,     0.0,     0.9,    -2.8,    15.8,    -4.7,     3.7,
428,1987-10-19,,     0.0,     0.9,    -1.7,    15.6,    -3.6,     4.4,
428,1987-10-20,,     0.0,     0.9,    -1.4,    15.8,    -2.1,     5.0,
428,1987-10-21,,     0.0,     0.9,    -0.8,    14.5,    -2.3,     4.6,
428,1987-10-22,,     0.0,     0.9,     1.9,    12.6,    -1.2,     4.7,
428,1987-10-23,,     0.0,     1.1,    -0.6,     7.2,     0.6,     3.0,
428,1987-10-24,,     0.0,     1.7,    -3.3,     0.6,    -0.9,    -0.1,
428,1987-10-25,,     0.0,     1.8,    -3.6,    11.5,    -3.8,     1.8,
428,1987-10-26,,     0.0,     1.8,    -1.6,    13.1,    -3.9,     3.1,
428,1987-10-27,,     0.0,     1.8,     0.1,    13.5,   -17.8,     3.9,
428,1987-10-28,,     0.0,     1.8,     2.6,     2.9,     0.0,     0.9,
428,1987-10-29,,     0.0,     2.0,     0.1,     7.6,    -1.5,     3.0,
428,1987-10-30,,     0.0,     2.2,    -0.6,     3.5,    -1.0,     0.6,
428,1987-10-31,,     0.0,     2.3,    -2.2,     9.2,    -2.1,     1.8,
428,1987-11-01,,     0.0,     2.3,    -1.4,    11.4,    -3.4,     1.3,
428,1987-11-02,,     0.0,     2.5,    -5.0,     1.8,    -3.6,    -1.2,
428,1987-11-03,,     0.0,     2.5,    -1.4,     3.7,    -5.3,    -2.3,
428,1987-11-04,,     0.0,     2.5,    -0.3,     5.3,    -2.1,     0.3,
428,1987-11-05,,     0.0,     2.5,    -0.7,     8.2,    -0.8,     2.6,
428,1987-11-06,,     0.0,     2.5,    -2.5,     6.5,    -2.9,     0.3,
428,1987-11-07,,     0.0,     2.6,    -4.7,    -1.8,    -2.7,    -2.3,
428,1987-11-08,,     0.0,     2.7,    -5.3,     9.9,    -5.7,     0.0,
428,1987-11-09,,     0.0,     2.7,    -3.5,     8.4,    -5.4,     0.4,
428,1987-11-10,,     0.0,     2.9,    -5.8,     8.2,    -4.5,    -0.7,
428,1987-11-11,,     0.0,     2.9,    -5.2,    13.6,    -5.8,     1.8,
428,1987-11-12,,     0.0,     2.9,    -4.7,    12.4,    -5.6,     1.9,
428,1987-11-13,,     0.0,     2.9,    -1.8,     8.2,    -5.2,     0.9,
428,1987-11-14,,     0.9,     4.4,    -5.7,    -1.0,    -4.6,    -3.0,
428,1987-11-15,,     0.9,     4.4,   -11.8,     5.7,   -10.0,    -4.8,
428,1987-11-16,,     0.8,     4.4,    -4.0,     9.7,   -12.1,    -4.1,
428,1987-11-17,,     0.8,     4.5,    -3.6,     5.6,    -5.1,    -1.6,
428,1987-11-18,,     0.8,     4.9,    -4.1,    -2.8,    -3.6,    -3.5,
428,1987-11-19,,     0.8,     4.9,    -5.3,     8.5,    -4.3,     0.0,
428,1987-11-20,,     0.7,     5.0,    -3.9,    10.6,    -5.8,     0.3,
428,1987-11-21,,     0.7,     5.3,    -6.6,     4.4,    -5.9,    -2.9,
428,1987-11-22,,     0.8,     5.6,    -8.7,     4.2,    -8.3,    -3.7,
428,1987-11-23,,     0.8,     5.7,   -11.6,     9.6,    -9.9,    -3.7,
428,1987-11-24,,     0.8,     5.7,    -8.3,     8.4,   -11.9,    -4.6,
428,1987-11-25,,     0.8,     5.7,   -10.8,     4.3,   -10.8,    -5.0,
428,1987-11-26,,     0.7,     5.7,   -10.5,    -2.6,   -11.2,    -8.2,
428,1987-11-27,,     0.6,     5.7,   -10.9,     8.8,   -11.4,    -5.8,
428,1987-11-28,,     0.6,     5.7,    -8.4,     4.2,   -11.2,    -5.3,
428,1987-11-29,,     0.6,     5.7,   -12.3,     3.6,   -10.6,    -5.6,
428,1987-11-30,,     0.5,     5.7,    -5.5,     2.7,   -13.4,    -7.4,
428,1987-12-01,,     0.7,     5.9,    -4.0,    -3.7,    -6.6,    -5.0,
428,1987-12-02,,     2.3,     7.2,    -3.6,    -3.0,    -4.1,    -3.6,
428,1987-12-03,,     2.9,     8.0,    -2.8,    -1.6,    -3.7,    -2.5,
428,1987-12-04,,     2.9,     8.0,    -1.1,     4.3,    -3.2,    -0.6,
428,1987-12-05,,     2.9,     8.1,    -3.6,     2.8,    -3.7,    -1.8,
428,1987-12-06,,     2.9,     8.3,    -3.5,    -3.2,    -5.2,    -4.1,
428,1987-12-07,,     4.9,    10.4,    -8.6,    -2.1,    -8.3,    -4.4,
428,1987-12-08,,     5.1,    10.6,    -9.2,    -1.6,   -13.9,    -8.9,
428,1987-12-09,,     6.6,    11.3,    -3.8,    -6.1,   -11.1,    -7.9,
428,1987-12-10,,     6.3,    13.1,    -0.9,     0.4,    -6.2,    -1.7,
428,1987-12-11,,     5.9,    13.5,    -5.4,     0.8,    -4.3,    -0.9,
428,1987-12-12,,     5.7,    13.8,   -13.7,     2.8,   -11.6,    -5.4,
428,1987-12-13,,     5.5,    13.9,   -15.9,    -8.6,   -15.2,   -12.9,
428,1987-12-14,,     5.5,    13.9,   -15.1,    -6.8,   -16.3,   -13.9,
428,1987-12-15,,     5.5,    13.9,    -9.1,    -2.6,   -16.1,   -10.8,
