

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:03:58 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,1992-10-01,,     0.0,     0.0,     6.9,    19.3,     6.9,    12.2,
428,1992-10-02,,     0.0,     0.0,     3.8,    16.1,     6.5,    10.5,
428,1992-10-03,,     0.0,     0.0,     1.8,     7.8,     1.1,     3.7,
428,1992-10-04,,     0.0,     0.0,     3.9,    17.6,    -0.9,     6.1,
428,1992-10-05,,     0.0,     0.0,     4.3,    22.9,     2.3,     9.3,
428,1992-10-06,,     0.0,     0.0,     4.9,    22.1,     1.7,    10.2,
428,1992-10-07,,     0.0,     0.0,     5.0,    20.5,     3.0,    10.0,
428,1992-10-08,,     0.0,     0.0,     6.1,    21.6,     2.1,    10.4,
428,1992-10-09,,     0.0,     0.0,     4.4,    20.3,     3.4,    10.8,
428,1992-10-10,,     0.0,     0.0,     9.4,    25.2,     4.0,    12.6,
428,1992-10-11,,     0.0,     0.0,     6.9,    26.4,     7.3,    14.1,
428,1992-10-12,,     0.0,     0.0,     7.0,    28.6,     4.7,    14.0,
428,1992-10-13,,     0.0,     0.0,     5.6,    25.3,     4.5,    13.2,
428,1992-10-14,,     0.0,     0.0,     3.9,    21.4,     4.1,    10.9,
428,1992-10-15,,     0.0,     0.0,     1.8,    18.3,     1.7,     8.6,
428,1992-10-16,,     0.0,     0.0,     5.1,    18.2,     0.0,     7.8,
428,1992-10-17,,     0.0,     0.0,     4.1,    20.0,     1.7,     9.0,
428,1992-10-18,,     0.0,     0.0,     4.4,    21.3,     2.6,     9.7,
428,1992-10-19,,     0.0,     0.0,     2.3,    15.7,     3.3,     7.9,
428,1992-10-20,,     0.0,     0.0,     3.5,    19.5,     0.4,     8.3,
428,1992-10-21,,     0.0,     0.0,     6.9,    17.6,     1.0,     8.4,
428,1992-10-22,,     0.0,     0.5,    -0.1,    11.0,     0.5,     5.8,
428,1992-10-23,,     0.0,     0.5,     6.3,    19.6,    -0.1,     7.4,
428,1992-10-24,,     0.0,     0.5,     2.3,    21.0,     3.4,    10.1,
428,1992-10-25,,     0.0,     0.5,     2.3,    18.2,     2.1,     7.7,
428,1992-10-26,,     0.0,     0.5,     2.8,    15.9,     1.3,     7.2,
428,1992-10-27,,     0.0,     0.5,     4.7,    18.2,     2.1,     8.4,
428,1992-10-28,,     0.0,     0.5,     5.7,    19.0,     3.4,     8.3,
428,1992-10-29,,     0.0,     1.1,     0.0,     7.0,     1.2,     4.5,
428,1992-10-30,,     1.9,     3.7,     0.5,     1.6,    -0.3,     0.4,
428,1992-10-31,,     3.1,     5.4,    -0.2,     1.6,    -0.2,     0.2,
428,1992-11-01,,     3.7,     6.3,     4.1,     2.1,    -0.3,     0.7,
428,1992-11-02,,     2.8,     6.4,     4.3,    12.3,     1.9,     4.3,
428,1992-11-03,,     2.1,     6.5,    -0.4,    14.4,     0.9,     5.2,
428,1992-11-04,,     1.7,     6.5,    -1.6,    11.9,    -1.6,     2.3,
428,1992-11-05,,     1.5,     6.5,     1.5,    13.4,    -1.8,     4.1,
428,1992-11-06,,     1.4,     6.5,     0.0,    19.4,     0.3,     5.9,
428,1992-11-07,,     1.2,     6.5,     1.1,    22.1,    -0.7,     7.0,
428,1992-11-08,,     1.1,     6.5,    -1.5,    14.2,    -0.3,     4.7,
428,1992-11-09,,     0.6,     6.5,    -5.8,     9.9,    -4.0,     1.4,
428,1992-11-10,,     0.6,     6.5,    -6.7,     7.6,    -7.3,    -1.3,
428,1992-11-11,,     0.0,     6.5,    -5.7,    10.8,    -7.8,    -1.9,
428,1992-11-12,,     0.0,     6.5,    -2.0,    20.0,    -6.1,     3.0,
428,1992-11-13,,     0.0,     6.5,     0.0,    20.2,    -2.3,     5.3,
428,1992-11-14,,     0.0,     6.5,    -0.7,    21.3,    -1.4,     6.5,
428,1992-11-15,,     0.0,     6.5,    -0.6,    19.4,    -1.8,     6.0,
428,1992-11-16,,     0.0,     6.5,    -0.9,    14.6,    -1.5,     4.8,
428,1992-11-17,,     0.0,     6.5,    -0.5,    12.9,    -1.9,     3.5,
428,1992-11-18,,     0.0,     6.5,    -2.0,     9.8,    -1.8,     2.0,
428,1992-11-19,,     0.0,     6.5,     0.5,    13.5,    -3.0,     1.3,
428,1992-11-20,,     0.0,     7.0,    -6.9,     1.3,    -6.8,    -2.0,
428,1992-11-21,,     0.0,     7.0,    -7.1,     1.6,    -9.0,    -4.8,
428,1992-11-22,,     0.4,     7.2,     0.5,     6.8,    -7.1,    -1.0,
428,1992-11-23,,     0.6,     7.6,    -6.8,     8.7,    -6.2,    -0.5,
428,1992-11-24,,     0.6,     7.6,    -6.9,     7.2,    -8.4,    -3.1,
428,1992-11-25,,     0.6,     7.6,    -2.0,     3.1,    -8.3,    -2.8,
428,1992-11-26,,     0.6,     7.6,    -3.5,    13.4,    -3.0,     1.3,
428,1992-11-27,,     0.6,     7.6,     2.3,    12.7,    -4.2,     2.2,
428,1992-11-28,,     0.6,     7.6,    -5.0,     5.7,    -3.9,     0.9,
428,1992-11-29,,     0.4,     7.6,    -3.4,     6.7,    -5.2,    -1.2,
428,1992-11-30,,     0.0,     7.6,    -7.4,    10.6,    -6.4,    -1.0,
428,1992-12-01,,     0.0,     7.6,    -1.1,    15.4,    -7.4,     1.2,
428,1992-12-02,,     0.0,     7.6,     0.5,    11.1,    -2.3,     2.3,
428,1992-12-03,,     0.0,     7.9,    -3.1,     1.6,    -4.6,    -1.4,
428,1992-12-04,,     2.0,     8.1,    -6.5,     5.9,    -5.1,    -1.8,
428,1992-12-05,,     2.0,     8.1,   -13.5,     5.1,   -11.1,    -5.0,
428,1992-12-06,,     2.0,     8.1,    -4.2,     2.8,   -13.9,    -5.7,
428,1992-12-07,,     2.1,     9.8,    -2.8,    -0.3,    -4.6,    -2.3,
428,1992-12-08,,     3.2,    10.2,    -9.0,    -1.4,    -5.7,    -3.2,
428,1992-12-09,,     6.7,    12.2,     0.0,    -0.3,    -9.5,    -3.6,
428,1992-12-10,,     9.4,    16.2,     0.5,     1.5,    -0.3,     0.5,
428,1992-12-11,,    11.4,    17.6,    -4.2,     1.3,    -2.6,    -0.3,
428,1992-12-12,,    12.4,    17.7,    -7.1,    -2.8,    -6.0,    -4.9,
428,1992-12-13,,    12.4,    18.0,    -8.0,    -0.6,   -12.2,    -7.0,
428,1992-12-14,,    12.5,    18.0,    -5.2,     0.9,    -8.3,    -5.4,
428,1992-12-15,,    13.1,    19.0,    -7.3,    17.7,    -7.6,    -0.6,
428,1992-12-16,,    13.5,    19.0,     1.6,     1.8,   -10.2,    -5.6,
428,1992-12-17,,    14.0,    19.0,    -4.8,     7.8,   -10.6,    -4.4,
428,1992-12-18,,    15.4,    19.4,   -17.3,    -4.0,   -16.7,    -7.7,
428,1992-12-19,,    15.4,    19.5,   -14.6,    -3.0,   -17.6,   -11.3,
428,1992-12-20,,    15.7,    19.9,    -6.8,    14.3,   -15.0,    -5.9,
428,1992-12-21,,    16.0,    19.9,    -3.5,    -1.6,    -7.2,    -3.9,
428,1992-12-22,,    16.0,    20.9,    -9.1,     5.7,    -7.0,    -3.2,
428,1992-12-23,,    15.9,    20.9,    -6.7,     7.6,   -10.1,    -2.7,
428,1992-12-24,,    15.7,    21.0,    -6.6,    10.3,    -6.7,    -1.7,
428,1992-12-25,,    15.3,    21.1,    -7.0,    12.9,    -7.2,    -0.4,
428,1992-12-26,,    14.9,    21.1,    -7.9,    14.0,    -9.3,    -1.0,
428,1992-12-27,,    14.6,    21.1,    -4.4,     8.9,    -8.6,    -2.0,
