

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:30 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,2002-10-01,,     0.0,     0.0,     1.6,    13.0,    -0.6,     4.8,
428,2002-10-02,,     0.0,     0.0,    -0.3,     8.1,    -2.1,     1.7,
428,2002-10-03,,     0.0,     0.0,     0.2,    11.4,    -2.4,     2.7,
428,2002-10-04,,     0.0,     0.0,     6.5,    16.8,    -0.3,     7.2,
428,2002-10-05,,     0.0,     0.0,     4.2,    14.4,     4.1,     7.6,
428,2002-10-06,,     0.0,     0.0,     8.9,    19.9,     0.4,     9.1,
428,2002-10-07,,     0.0,     0.0,    10.6,    21.5,     7.0,    12.8,
428,2002-10-08,,     0.0,     0.0,     8.2,    23.7,     5.9,    13.1,
428,2002-10-09,,     0.0,     0.0,     7.2,    23.7,     4.3,    12.9,
428,2002-10-10,,     0.0,     0.0,     9.1,    20.2,     4.7,    11.7,
428,2002-10-11,,     0.0,     0.0,     4.9,    14.7,     4.7,     9.6,
428,2002-10-12,,     0.0,     0.0,     5.1,    18.6,    -0.6,     8.0,
428,2002-10-13,,     0.0,     0.0,     4.7,    20.1,     3.1,     9.4,
428,2002-10-14,,     0.0,     0.0,     5.7,    21.1,     2.4,    10.1,
428,2002-10-15,,     0.0,     0.0,     6.2,    22.5,     3.3,    10.9,
428,2002-10-16,,     0.0,     0.0,     6.1,    20.6,     3.3,    10.4,
428,2002-10-17,,     0.0,     0.0,     5.9,    20.2,     4.3,    10.5,
428,2002-10-18,,     0.0,     0.0,     4.8,    22.5,     3.8,    11.0,
428,2002-10-19,,     0.0,     0.0,     4.0,    21.2,     1.7,     9.5,
428,2002-10-20,,     0.0,     0.0,     2.6,    17.9,     0.1,     7.6,
428,2002-10-21,,     0.0,     0.0,     1.6,    16.4,    -0.3,     6.8,
428,2002-10-22,,     0.0,     0.0,     1.1,    12.6,    -0.7,     4.7,
428,2002-10-23,,     0.0,     0.0,     1.4,    14.7,    -0.5,     5.3,
428,2002-10-24,,     0.0,     0.0,    -0.4,    13.2,    -1.1,     4.0,
428,2002-10-25,,     0.0,     0.0,     1.6,    11.4,    -2.9,     3.0,
428,2002-10-26,,     0.0,     0.0,     3.7,    10.7,     0.7,     4.3,
428,2002-10-27,,     0.0,     0.0,     1.3,    13.0,     0.8,     5.5,
428,2002-10-28,,     0.0,     0.0,     3.6,    15.9,    -1.0,     5.5,
428,2002-10-29,,     0.0,     0.0,    -0.7,    12.2,    -1.6,     4.5,
428,2002-10-30,,     0.0,     0.0,    -1.5,    10.0,    -3.0,     1.9,
428,2002-10-31,,     0.0,     0.0,    -2.2,     9.5,    -3.6,     1.6,
428,2002-11-01,,     0.0,     0.0,    -4.5,    12.8,    -4.5,     1.7,
428,2002-11-02,,     0.0,     0.0,    -3.5,    10.7,    -8.4,    -1.0,
428,2002-11-03,,     0.0,     0.0,    -0.2,    13.6,    -5.6,     2.4,
428,2002-11-04,,     0.0,     0.0,    -1.8,    16.3,    -2.3,     3.8,
428,2002-11-05,,     0.0,     0.0,    -1.1,    14.7,    -4.1,     3.4,
428,2002-11-06,,     0.0,     0.0,    -1.3,    15.0,    -3.1,     3.8,
428,2002-11-07,,     0.1,     0.4,     5.3,    12.8,    -3.4,     4.1,
428,2002-11-08,,     0.9,     2.4,     2.1,     5.2,    -1.4,     1.6,
428,2002-11-09,,     1.3,     6.1,    -0.5,     3.6,    -0.5,     1.7,
428,2002-11-10,,     2.6,     6.4,    -1.3,    -0.7,    -2.7,    -1.7,
428,2002-11-11,,     4.7,     8.5,    -0.5,     0.3,    -1.7,    -0.7,
428,2002-11-12,,     4.6,     9.7,    -0.4,     9.3,    -2.8,     1.1,
428,2002-11-13,,     4.5,     9.8,     1.6,     9.2,    -0.8,     3.1,
428,2002-11-14,,     4.4,     9.8,    -0.9,    10.8,    -0.9,     2.9,
