

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:46 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2007-10-01,,     0.0,     0.0,     7.1,    14.2,     0.1,     7.2,       0,
428,2007-10-02,,     0.0,     0.0,     4.2,    10.7,     1.2,     5.0,       0,
428,2007-10-03,,     0.0,     0.0,     8.1,    16.9,     0.3,     9.2,       0,
428,2007-10-04,,     0.0,     0.0,     5.6,    14.0,     4.9,     8.8,       0,
428,2007-10-05,,     0.4,     0.6,    -1.4,     7.9,    -1.4,     3.6,       2,
428,2007-10-06,,     0.2,     1.5,    -3.5,     3.1,    -3.6,    -1.1,       1,
428,2007-10-07,,     0.2,     1.5,     3.3,     8.2,    -4.0,     1.6,       1,
428,2007-10-08,,     0.1,     1.5,     1.6,    15.3,     0.7,     6.5,       0,
428,2007-10-09,,     0.0,     1.5,     4.1,    16.7,     0.4,     7.5,       0,
428,2007-10-10,,     0.0,     1.5,     5.1,    13.4,     0.6,     7.2,       0,
428,2007-10-11,,     0.6,     2.6,     0.2,     7.0,    -0.3,     2.0,       1,
428,2007-10-12,,     0.2,     2.6,     4.4,    13.3,    -1.1,     4.9,       0,
428,2007-10-13,,     0.0,     2.6,     1.4,     4.9,     1.1,     3.5,       0,
428,2007-10-14,,     0.0,     2.6,     5.5,    13.5,     0.4,     5.7,       0,
428,2007-10-15,,     0.0,     2.6,     3.6,    14.5,     0.6,     7.2,       0,
428,2007-10-16,,     0.0,     2.6,     3.0,     9.5,     2.9,     5.4,       0,
