

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:01 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,1993-10-01,,     0.0,     0.0,    10.1,    24.2,     5.5,    13.8,
428,1993-10-02,,     0.0,     0.0,    10.7,    26.5,     7.0,    15.0,
428,1993-10-03,,     0.0,     0.0,    10.2,    26.7,     7.2,    15.3,
428,1993-10-04,,     0.0,     0.0,-99.9,-99.9,-99.9,-99.9,
428,1993-10-05,,     0.0,     1.0,     6.2,    15.2,     6.2,     9.8,
428,1993-10-06,,     0.0,     1.7,     1.0,     9.4,     1.0,     4.9,
428,1993-10-07,,     0.0,     1.7,-99.9,-99.9,-99.9,-99.9,
428,1993-10-08,,     0.0,     1.7,     3.9,    15.4,     1.3,     7.3,
428,1993-10-09,,     0.0,     1.7,-99.9,-99.9,-99.9,-99.9,
428,1993-10-10,,     0.0,     1.7,-99.9,-99.9,-99.9,-99.9,
428,1993-10-11,,     0.0,     1.7,     6.6,    14.7,     5.1,     8.7,
428,1993-10-12,,     0.0,     1.9,     2.1,     7.8,     2.1,     5.3,
428,1993-10-13,,     0.0,     2.1,-99.9,-99.9,-99.9,-99.9,
428,1993-10-14,,     0.0,     2.1,     3.3,    13.1,     3.3,     6.2,
428,1993-10-15,,     0.0,     2.6,     3.6,     6.0,     2.9,     4.0,
428,1993-10-16,,     0.0,     3.7,     2.0,     4.4,     1.4,     2.6,
428,1993-10-17,,     0.0,     4.0,     1.4,    10.4,     0.8,     2.8,
428,1993-10-18,,     0.0,     4.0,-99.9,-99.9,-99.9,-99.9,
428,1993-10-19,,     0.0,     4.2,     0.9,    18.7,    -2.2,     4.6,
428,1993-10-20,,     0.0,     4.2,     3.1,    22.6,    -0.3,     7.6,
428,1993-10-21,,     0.0,     4.2,-99.9,-99.9,-99.9,-99.9,
428,1993-10-22,,     0.0,     4.2,     1.1,    13.7,     1.1,     6.3,
428,1993-10-23,,     0.0,     4.2,-99.9,-99.9,-99.9,-99.9,
