

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:21 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,1999-10-01,,     0.0,     0.0,     7.9,    22.0,     5.6,    13.0,
428,1999-10-02,,     0.0,     0.0,-99.9,    21.8,     4.1,    12.2,
428,1999-10-03,,     0.0,     0.0,     7.7,    20.5,     3.9,    11.1,
428,1999-10-04,,     0.0,     0.0,     5.9,    21.5,     4.9,    12.1,
428,1999-10-05,,     0.0,     0.0,     8.7,    18.8,     3.1,    10.8,
428,1999-10-06,,     0.0,     0.0,     2.6,    13.9,     2.6,     7.9,
428,1999-10-07,,     0.0,     0.3,     0.9,     7.1,     0.5,     2.7,
428,1999-10-08,,     0.0,     0.3,     7.3,    18.5,     0.4,     8.5,
428,1999-10-09,,     0.0,     0.3,     6.5,    23.1,     4.9,    12.3,
428,1999-10-10,,     0.0,     0.3,     6.4,    22.5,     3.6,    11.8,
428,1999-10-11,,     0.0,     0.3,     6.9,    21.5,     3.0,    11.4,
428,1999-10-12,,     0.0,     0.3,     5.6,    20.2,     4.0,    11.0,
428,1999-10-13,,     0.0,     0.3,     6.3,    23.8,     1.9,    11.5,
428,1999-10-14,,     0.0,     0.3,     7.7,    22.7,     3.1,    12.1,
428,1999-10-15,,     0.0,     0.3,     6.8,    21.7,     6.0,    12.3,
428,1999-10-16,,     0.0,     0.3,     5.1,    14.8,     3.9,     8.3,
428,1999-10-17,,     0.0,     0.3,     2.2,    14.5,     0.3,     5.6,
428,1999-10-18,,     0.0,     0.3,     4.2,    21.1,     0.1,     8.4,
428,1999-10-19,,     0.0,     0.3,     4.9,    20.3,     1.0,     8.8,
428,1999-10-20,,     0.0,     0.3,     5.6,    21.2,     4.4,    11.0,
428,1999-10-21,,     0.0,     0.3,     6.4,    23.2,     2.8,    11.2,
428,1999-10-22,,     0.0,     0.3,     4.9,    21.0,     3.2,    11.0,
428,1999-10-23,,     0.0,     0.3,     5.2,    20.6,     2.4,    10.0,
428,1999-10-24,,     0.0,     0.3,     2.6,    17.4,     2.6,     8.3,
428,1999-10-25,,     0.0,     0.3,     2.8,    18.2,     0.0,     7.7,
428,1999-10-26,,     0.0,     0.3,     3.6,    19.2,     0.3,     8.1,
428,1999-10-27,,     0.0,     0.3,     4.7,    14.6,     1.3,     7.2,
428,1999-10-28,,     0.0,     2.1,     5.3,    12.5,     4.8,     7.3,
428,1999-10-29,,     0.0,     2.9,    -0.9,     5.8,    -1.6,     1.8,
428,1999-10-30,,     0.0,     2.9,     2.2,    16.6,    -2.2,     5.1,
428,1999-10-31,,     0.0,     2.9,     3.4,    18.0,     0.9,     7.7,
428,1999-11-01,,     0.0,     2.9,     4.6,    18.8,     0.9,     8.4,
428,1999-11-02,,     0.0,     2.9,     3.5,    21.0,     1.6,     9.1,
428,1999-11-03,,     0.0,     3.1,     2.0,    18.4,     0.8,     7.7,
428,1999-11-04,,     0.0,     3.1,     2.7,    18.5,    -0.2,     7.5,
428,1999-11-05,,     0.0,     3.1,     3.2,    16.2,     0.3,     6.9,
428,1999-11-06,,     0.0,     3.1,     4.4,    16.8,     0.7,     7.0,
428,1999-11-07,,     0.0,     3.1,     7.0,    16.9,     1.0,     8.0,
428,1999-11-08,,     0.5,     3.6,    -1.3,    11.6,    -1.5,     6.0,
428,1999-11-09,,     0.5,     4.4,    -3.0,     2.0,    -3.0,    -0.7,
428,1999-11-10,,     0.4,     4.4,    -0.4,     5.8,    -3.7,     0.2,
428,1999-11-11,,     0.3,     4.4,     3.8,     5.4,    -0.3,     2.4,
428,1999-11-12,,     0.0,     4.4,     1.3,    14.2,     1.3,     5.8,
428,1999-11-13,,     0.0,     4.4,     1.4,    16.3,    -0.6,     5.8,
428,1999-11-14,,     0.0,     4.4,     2.9,    18.9,     0.1,     7.2,
428,1999-11-15,,     0.0,     4.4,     4.3,    16.8,     0.9,     7.3,
428,1999-11-16,,     0.0,     4.9,     0.4,     8.7,     0.3,     3.9,
428,1999-11-17,,     0.4,     5.8,    -2.6,     6.7,    -2.7,     2.2,
428,1999-11-18,,     0.3,     6.3,    -6.0,     1.4,    -6.2,    -3.0,
428,1999-11-19,,     0.2,     6.3,    -2.1,     8.3,    -7.0,    -1.0,
428,1999-11-20,,     1.3,     6.9,    -0.6,     3.6,    -2.5,    -0.1,
428,1999-11-21,,     1.8,     8.1,    -3.0,     2.5,    -3.0,    -0.8,
428,1999-11-22,,     1.9,     8.4,    -8.5,     2.7,    -8.5,    -4.1,
428,1999-11-23,,     1.9,     8.4,    -9.0,     4.5,    -9.0,    -4.6,
428,1999-11-24,,     1.9,     8.4,    -7.3,     4.0,   -10.7,    -4.6,
428,1999-11-25,,     1.9,     8.4,    -1.1,     9.0,    -8.3,    -1.4,
428,1999-11-26,,     1.9,     8.4,    -2.1,    11.6,    -2.7,     2.0,
428,1999-11-27,,     1.9,     8.4,    -1.1,    10.0,    -3.3,     1.5,
428,1999-11-28,,     1.9,     8.4,    -2.5,     8.6,    -2.5,     2.0,
428,1999-11-29,,     1.9,     8.4,     4.7,    11.0,    -4.1,     1.8,
428,1999-11-30,,     1.9,     8.4,     2.7,     9.5,     1.0,     5.6,
428,1999-12-01,,     2.9,     9.0,    -4.7,     2.7,    -4.9,    -1.4,
428,1999-12-02,,     3.1,    10.0,    -5.1,     6.9,    -5.3,    -2.1,
428,1999-12-03,,     3.3,    10.3,    -7.9,    -1.7,    -9.0,    -4.2,
428,1999-12-04,,     3.3,    10.3,    -8.0,     1.7,    -8.5,    -5.2,
428,1999-12-05,,     3.4,    10.3,    -1.5,    11.6,    -9.2,    -1.8,
428,1999-12-06,,     3.4,    10.4,    -4.9,     5.9,    -6.6,    -1.3,
428,1999-12-07,,     3.5,    10.4,    -1.8,     4.9,    -5.6,    -1.6,
428,1999-12-08,,     3.6,    10.5,    -9.9,    -1.8,    -9.9,    -5.1,
428,1999-12-09,,     3.6,    10.5,    -1.4,     7.0,   -10.2,    -3.5,
428,1999-12-10,,     3.9,    10.8,    -5.1,    -1.1,    -6.2,    -4.2,
428,1999-12-11,,     3.9,    10.9,    -4.8,     0.4,    -7.6,    -5.1,
428,1999-12-12,,     4.1,    11.0,    -2.9,     7.8,    -5.9,    -0.5,
428,1999-12-13,,     4.4,    11.1,    -1.7,     8.1,    -5.4,    -0.3,
428,1999-12-14,,     4.6,    11.6,    -7.9,     2.6,    -8.2,    -3.4,
428,1999-12-15,,     4.6,    11.6,    -4.5,     5.0,   -10.1,    -4.1,
428,1999-12-16,,     4.6,    11.6,    -3.2,    13.2,    -7.4,     0.0,
428,1999-12-17,,     4.6,    11.6,    -1.0,    12.8,    -5.6,     1.2,
428,1999-12-18,,     4.6,    11.6,    -1.6,    12.2,    -3.8,     2.0,
428,1999-12-19,,     4.6,    11.6,    -0.5,     8.5,    -2.1,     1.9,
428,1999-12-20,,     4.5,    11.6,     3.8,    10.0,    -2.5,     3.1,
428,1999-12-21,,     4.5,    11.6,    -1.5,     9.9,    -1.5,     2.9,
428,1999-12-22,,     4.4,    11.6,    -1.2,     7.1,    -2.7,     0.8,
428,1999-12-23,,     4.4,    11.6,    -3.3,    11.5,    -4.1,     1.4,
428,1999-12-24,,     4.4,    11.6,    -3.0,    10.6,    -4.0,     0.9,
428,1999-12-25,,     4.4,    11.6,    -0.2,    11.1,    -3.9,     1.2,
428,1999-12-26,,     4.4,    11.6,     0.1,     9.5,    -3.0,     1.7,
428,1999-12-27,,     4.4,    11.6,    -0.6,    10.1,    -3.2,     1.5,
428,1999-12-28,,     4.4,    11.6,    -2.1,    10.6,    -3.1,     1.3,
428,1999-12-29,,     4.4,    11.6,    -3.0,    13.8,    -4.9,     1.2,
428,1999-12-30,,     4.4,    11.6,-99.9,    10.4,    -6.2,    -0.1,
428,1999-12-31,,     4.4,    11.6,    -2.2,    11.6,    -6.1,     0.2,
428,2000-01-01,,     4.4,    11.6,    -4.2,     9.2,    -4.6,     0.0,
428,2000-01-02,,     4.6,    12.1,    -7.1,     1.5,    -8.2,    -5.0,
428,2000-01-03,,     4.6,    12.1,    -4.3,    -1.6,   -14.2,    -7.6,
428,2000-01-04,,     4.6,    12.1,    -3.5,     9.6,    -6.1,    -1.0,
428,2000-01-05,,     4.7,    12.2,    -9.1,    -0.6,    -9.1,    -3.6,
428,2000-01-06,,     4.7,    12.2,    -7.5,     2.9,   -10.6,    -5.1,
428,2000-01-07,,     4.7,    12.2,    -2.1,    11.2,    -8.8,    -1.2,
428,2000-01-08,,     4.7,    12.2,    -5.1,     8.0,    -6.4,    -0.9,
428,2000-01-09,,     4.7,    12.2,    -4.3,     8.6,    -6.3,    -0.4,
428,2000-01-10,,     4.7,    12.2,    -2.6,     0.7,    -5.0,    -1.8,
428,2000-01-11,,     5.1,    12.4,    -1.3,    -0.2,    -2.8,    -1.0,
428,2000-01-12,,     7.2,    13.0,    -3.5,    -0.3,    -4.8,    -1.8,
428,2000-01-13,,     7.5,    13.1,    -2.2,    -1.7,    -5.1,    -3.3,
428,2000-01-14,,     7.6,    14.5,     0.4,     2.9,    -2.2,     0.3,
428,2000-01-15,,     7.6,    14.5,     1.2,     5.5,    -0.3,     2.0,
428,2000-01-16,,     9.3,    16.0,     0.6,     1.0,    -0.8,     0.0,
428,2000-01-17,,    11.0,    17.9,    -0.4,     0.7,    -5.8,    -2.6,
428,2000-01-18,,    11.3,    18.5,    -0.1,     1.3,    -0.3,     0.3,
428,2000-01-19,,    12.0,    20.7,    -0.3,     3.4,    -0.3,     0.7,
428,2000-01-20,,    11.8,    21.8,     1.2,     5.4,    -0.2,     2.4,
428,2000-01-21,,    11.7,    22.4,    -6.2,     1.9,    -6.2,    -0.4,
428,2000-01-22,,    11.7,    22.4,    -3.0,     2.0,    -7.7,    -3.4,
428,2000-01-23,,    11.8,    22.8,-99.9,     3.2,    -4.1,    -1.7,
428,2000-01-24,,    13.6,    23.5,    -0.9,    -0.2,    -2.8,    -0.9,
428,2000-01-25,,    16.9,    27.3,    -0.7,     0.8,    -0.9,    -0.3,
428,2000-01-26,,    17.8,    29.3,    -2.7,     0.4,    -2.7,    -1.0,
428,2000-01-27,,    17.9,    29.6,    -5.6,     5.6,    -8.6,    -2.7,
428,2000-01-28,,    17.9,    29.8,    -6.9,     7.3,    -8.1,    -3.4,
428,2000-01-29,,    17.9,    29.8,    -9.0,     5.2,    -9.6,    -4.5,
428,2000-01-30,,    18.0,    29.8,    -4.6,     7.5,    -9.9,    -3.2,
428,2000-01-31,,    20.1,    29.9,    -5.3,    -0.5,    -5.6,    -2.7,
428,2000-02-01,,    20.5,    31.0,    -0.6,    -0.6,    -6.1,    -3.1,
428,2000-02-02,,    20.6,    31.8,    -4.4,     9.6,    -4.4,     1.4,
428,2000-02-03,,    20.4,    31.8,    -1.1,    13.7,    -5.8,     1.9,
428,2000-02-04,,    21.4,    32.6,    -2.3,    10.4,    -3.4,     0.9,
428,2000-02-05,,    21.7,    32.8,     0.3,     1.0,    -2.2,    -0.6,
428,2000-02-06,,    21.7,    32.9,    -0.4,     3.6,    -3.3,     0.0,
428,2000-02-07,,    21.8,    33.0,    -2.8,    13.3,    -5.3,     1.0,
428,2000-02-08,,    21.8,    33.1,    -0.2,    10.9,    -4.4,     1.5,
428,2000-02-09,,    21.8,    33.1,    -0.1,     6.4,    -0.1,     2.8,
428,2000-02-10,,    22.2,    33.1,    -0.2,     4.2,    -2.2,     0.6,
428,2000-02-11,,    22.9,    33.9,    -2.2,     5.7,    -3.3,    -0.6,
428,2000-02-12,,    24.1,    35.3,    -3.3,    -1.6,    -3.3,    -2.6,
428,2000-02-13,,    25.5,    36.7,    -3.2,    -2.1,    -5.0,    -3.5,
428,2000-02-14,,    29.4,    40.5,     1.4,     2.0,    -3.4,    -0.8,
428,2000-02-15,,    31.1,    42.2,    -3.9,     1.7,    -3.9,    -1.5,
428,2000-02-16,,    31.1,    42.4,    -1.2,     4.7,    -5.3,    -1.4,
