

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:03:47 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
428,1989-10-01,,     0.4,     0.0,     2.3,    14.3,     1.1,     5.7,
428,1989-10-02,,     0.2,     0.0,     3.8,    15.4,     0.7,     6.9,
428,1989-10-03,,     0.8,     0.7,    -0.5,     6.2,     0.0,     2.4,
428,1989-10-04,,     0.6,     0.7,    -1.3,    11.2,    -1.8,     2.8,
428,1989-10-05,,     0.4,     0.7,     1.8,    19.6,    -2.3,     5.4,
428,1989-10-06,,     0.3,     0.7,     1.5,    17.4,    -0.1,     7.4,
428,1989-10-07,,     0.2,     0.7,     2.6,    20.2,    -0.2,     7.7,
428,1989-10-08,,     0.1,     0.7,     3.9,    24.5,     1.8,     9.6,
428,1989-10-09,,     0.0,     0.7,     6.0,    26.3,     1.1,    10.9,
428,1989-10-10,,     0.0,     0.7,     5.7,    30.2,     4.1,    12.7,
428,1989-10-11,,     0.0,     0.8,     3.9,    19.4,     2.6,    10.2,
428,1989-10-12,,     0.0,     0.8,     3.0,    22.4,     1.6,     9.7,
428,1989-10-13,,     0.0,     0.9,     2.3,    17.8,     1.5,     8.7,
428,1989-10-14,,     0.0,     0.9,     2.1,    17.8,     1.3,     8.0,
428,1989-10-15,,     0.0,     1.0,     1.6,    16.9,     0.8,     7.5,
428,1989-10-16,,     0.0,     1.0,     2.5,    16.8,    -0.3,     6.5,
428,1989-10-17,,     0.0,     1.0,     5.1,    21.6,     1.0,     8.8,
428,1989-10-18,,     0.0,     1.0,     4.2,    24.2,     3.5,    10.6,
428,1989-10-19,,     0.0,     1.0,     3.1,    20.4,     1.8,     9.6,
428,1989-10-20,,     0.0,     1.0,     4.2,    18.7,     1.2,     8.8,
428,1989-10-21,,     0.1,     1.0,     3.5,    13.1,     2.6,     6.8,
428,1989-10-22,,     0.5,     2.5,     2.2,     3.9,     1.3,     2.8,
428,1989-10-23,,     0.5,     2.8,     4.7,     4.5,     1.8,     3.0,
428,1989-10-24,,     2.1,     5.3,    -0.5,     4.8,    -0.7,     1.4,
428,1989-10-25,,     3.2,     7.1,    -2.7,     0.1,    -2.3,    -1.0,
428,1989-10-26,,     3.3,     7.7,    -7.0,     7.0,    -5.9,    -1.4,
428,1989-10-27,,     3.2,     7.7,    -1.7,     6.9,    -8.2,    -2.0,
428,1989-10-28,,     3.1,     7.9,    -5.0,     2.3,    -4.1,    -0.7,
428,1989-10-29,,     3.2,     8.0,    -5.2,     5.0,    -6.0,    -2.1,
428,1989-10-30,,     3.2,     8.0,    -6.4,    14.3,    -5.9,     0.0,
428,1989-10-31,,     3.0,     8.0,    -5.4,    19.9,    -7.1,     2.0,
428,1989-11-01,,     3.0,     8.0,    -0.6,    17.2,    -5.9,     2.8,
428,1989-11-02,,     2.9,     8.0,    -3.9,    18.4,    -2.5,     4.1,
428,1989-11-03,,     2.7,     8.0,    -1.0,    18.8,    -4.8,     4.0,
428,1989-11-04,,     2.4,     8.0,    -1.1,    21.6,    -2.0,     5.6,
428,1989-11-05,,     2.1,     8.0,     0.8,    18.0,    -1.7,     5.7,
428,1989-11-06,,     1.8,     8.0,    -4.0,    11.1,    -2.6,     2.9,
428,1989-11-07,,     1.8,     8.0,    -4.3,    10.5,    -4.8,     0.8,
428,1989-11-08,,     1.8,     8.0,    -2.6,    16.8,    -4.7,     2.0,
428,1989-11-09,,     1.8,     8.0,     7.6,    24.1,    -3.2,     5.5,
428,1989-11-10,,     1.5,     8.0,     1.7,    25.7,    -1.8,     7.2,
428,1989-11-11,,     1.1,     8.0,     0.8,    29.2,     0.2,     8.9,
428,1989-11-12,,     0.8,     8.0,     1.1,    20.7,    -0.1,     7.4,
428,1989-11-13,,     0.0,     8.0,    -0.7,    14.7,    -0.2,     5.3,
428,1989-11-14,,     0.0,     8.0,    -2.4,    14.7,    -1.6,     4.2,
428,1989-11-15,,     0.0,     8.0,    -0.8,    15.9,    -3.6,     3.4,
428,1989-11-16,,     0.0,     8.0,    -1.4,    13.4,    -1.1,     3.7,
428,1989-11-17,,     0.0,     8.0,     1.4,    17.9,    -2.0,     4.7,
428,1989-11-18,,     0.0,     8.0,     0.6,    14.4,    -0.2,     5.3,
428,1989-11-19,,     0.0,     8.0,    -1.1,    20.4,    -1.7,     6.3,
428,1989-11-20,,     0.0,     8.0,    -0.7,    21.8,    -2.0,     6.5,
428,1989-11-21,,     0.5,     8.0,    -1.9,    20.2,    -1.6,     6.0,
428,1989-11-22,,     0.5,     8.0,    -0.3,    20.9,    -2.9,     5.6,
428,1989-11-23,,     0.6,     8.0,    -1.4,    18.4,    -1.4,     4.7,
428,1989-11-24,,     0.9,     8.3,    -0.3,     9.1,    -1.6,     1.8,
428,1989-11-25,,     2.0,     9.1,    -1.7,     0.0,    -1.5,    -0.5,
428,1989-11-26,,     6.8,    11.3,    -3.8,     0.0,    -2.7,    -1.2,
428,1989-11-27,,     7.0,    11.8,    -7.4,    -1.2,    -9.1,    -4.9,
428,1989-11-28,,     7.0,    13.0,    -5.8,     3.5,    -8.9,    -4.8,
428,1989-11-29,,     6.8,    14.0,    -9.4,    18.5,    -9.2,    -0.7,
428,1989-11-30,,     6.5,    14.0,    -6.8,    16.7,   -10.8,    -1.3,
428,1989-12-01,,     6.4,    14.0,    -5.9,    13.2,    -9.0,    -0.8,
428,1989-12-02,,     6.3,    14.0,    -5.1,    18.8,    -6.3,     2.0,
428,1989-12-03,,     6.2,    14.0,    -3.6,    19.7,    -6.3,     2.1,
428,1989-12-04,,     6.1,    14.0,    -3.3,    20.4,    -4.6,     3.3,
