,anom1,anom2,anom3,anom4,anom5,anom6,anom7,anom8,anom9,anom10,anom11,anom12
1970,-0.5126176388983472,-0.19022392275212496,-2.2586360034797335,-1.7061598639455786,-4.4150650921658965,-3.176782513990819,-0.5894497627749651,0.3068575980401995,-2.1392166314801777,-1.2739546929370817,-1.1274693877551023,-4.050578533971987
1971,-2.7684240905112505,-1.447175893195475,1.6800736739396216,-2.6681598639455775,0.11445103686636138,-0.901282513990818,-1.180256214387871,-1.3581424019597996,-4.636716631480176,-3.941535338098374,-2.089469387755103,-6.163159179133277
1972,-4.6840692518015725,-2.568795351323553,-5.481216648641023,-1.1696598639455784,1.769753456221201,0.6465508193425116,-0.4641271821298041,-1.5371746600243128,-2.287216631480174,-5.14105146713063,-4.105969387755103,-4.874126921068761
1973,-5.20326280018867,-1.419152494180696,-1.488797293802314,-1.4471598639455783,-0.5300650921658967,2.095717486009182,-2.451385246645934,-1.0358843374436688,3.336783368519825,-2.455567596162888,-7.620969387755102,-2.7078365984881163
1974,0.5257694578758461,-2.8859382084664107,-4.765087616382959,-6.090659863945579,-1.6937747695852519,-3.7132825139908174,-2.8094497627749675,-5.207335950346895,1.468283368519824,0.6595936941596925,0.8150306122448976,-1.2397720823590839
1975,2.9785113933597174,-0.7390724449196124,-0.12815213251199165,-0.8551598639455777,1.9763865207373286,-1.5302825139908194,0.019259914644390363,-5.261045627766251,-0.9182166314801776,-3.923632112291923,-1.5159693877551028,3.397163401511884
1976,0.9017371998113299,3.8731689343907316,-2.634603745415217,3.436840136054423,-6.294903801843316,2.2437174860091815,-0.3746110530975457,1.0766963077176221,-2.287216631480174,1.8770130489984016,5.495530612244898,5.169582756350594
1977,-2.1060047356725407,-0.5866524941806963,1.5368478674880084,-3.2416598639455785,-1.4968392857142838,-2.9177825139908187,-1.7173529885814176,-1.3050721254621038,-4.137216631480175,1.1787872425467878,0.2785306122448974,0.0671634015118836
1978,-3.5919724776080244,-3.6526310656092678,-0.3071843905765075,-1.8541598639455783,-1.022403801843316,-0.3647825139908214,-1.681546536968515,-2.2891101438952823,2.115783368519825,3.130238855450015,-1.4234693877551026,-1.060739824294568
1979,-2.231327316317702,-0.4711414104368541,-3.9952489067055397,-0.9291598639455785,-3.9137747695852507,-5.2883342381287495,-2.3618691176136757,-3.0410456277662483,-1.1032166314801763,-1.5962127574532108,-1.312469387755102,1.1055504982860773
