

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:05:02 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2013-10-01,,     0.0,     0.0,     4.3,    11.7,     4.2,     7.9,       0,
428,2013-10-02,,     0.0,     0.0,     2.6,    15.3,     2.6,     8.7,       0,
428,2013-10-03,,     0.0,     0.0,     2.7,    13.1,     2.2,     6.9,       0,
428,2013-10-04,,     0.0,     0.1,     2.2,     9.2,    -0.2,     3.8,       0,
428,2013-10-05,,     0.0,     0.1,     4.3,    12.5,     1.1,     5.7,       0,
428,2013-10-06,,     0.0,     0.1,     4.9,    19.6,     1.2,     8.9,       0,
428,2013-10-07,,     0.0,     0.1,     5.3,    19.4,     2.6,     9.7,       0,
428,2013-10-08,,     0.0,     0.1,     3.4,    16.2,     2.3,     8.6,       0,
428,2013-10-09,,     0.0,     0.1,     4.5,    13.6,     0.8,     6.7,       0,
428,2013-10-10,,     0.0,     0.1,     3.1,     7.1,     1.7,     4.2,       0,
428,2013-10-11,,     0.0,     0.1,     1.1,    12.2,     0.1,     5.0,       0,
428,2013-10-12,,     0.0,     0.1,     1.5,    13.2,    -0.5,     5.3,       0,
428,2013-10-13,,     0.0,     0.1,     3.4,    11.2,     0.2,     4.9,       0,
428,2013-10-14,,     0.0,     0.2,     2.4,    10.9,     1.4,     4.5,       0,
428,2013-10-15,,     0.0,     0.2,     3.2,    14.8,     0.3,     6.1,       0,
428,2013-10-16,,     0.0,     0.2,     3.2,    11.7,     0.2,     5.5,       0,
428,2013-10-17,,     0.0,     0.2,     2.2,    15.2,    -0.1,     6.7,       0,
428,2013-10-18,,     0.0,     0.2,     8.5,    17.2,     0.3,     8.1,       0,
428,2013-10-19,,     0.0,     0.2,     4.2,    20.1,     4.1,    10.1,       0,
428,2013-10-20,,     0.0,     0.2,     4.4,    18.9,     2.3,     9.0,       0,
428,2013-10-21,,     0.0,     0.2,     7.4,    20.0,     2.3,     9.8,       0,
428,2013-10-22,,     0.0,     0.2,     5.3,    19.8,     5.3,    10.9,       0,
428,2013-10-23,,     0.0,     0.2,     4.9,    19.3,     3.1,     9.4,       0,
428,2013-10-24,,     0.0,     0.2,     4.7,    18.6,     3.6,     9.3,       0,
428,2013-10-25,,     0.0,     0.2,     3.4,    17.7,     3.1,     8.7,       0,
428,2013-10-26,,     0.0,     0.2,     5.4,    17.6,     1.7,     8.4,       0,
428,2013-10-27,,     0.0,     0.2,     3.7,    18.4,     2.9,     8.9,       0,
428,2013-10-28,,     0.0,     0.5,     0.4,    13.9,     0.4,     5.9,       0,
428,2013-10-29,,     1.0,     1.6,     0.6,     1.3,    -0.9,    -0.1,      13,
428,2013-10-30,,     1.1,     2.0,    -0.7,     1.3,    -0.9,     0.5,      15,
428,2013-10-31,,     1.0,     2.0,     2.5,     8.1,    -4.7,     1.1,      11,
428,2013-11-01,,     0.8,     2.0,     2.2,    12.3,     0.5,     5.0,       8,
428,2013-11-02,,     0.5,     2.0,     2.0,    15.7,     0.2,     5.6,       7,
428,2013-11-03,,     0.2,     2.0,     4.7,    11.7,     0.1,     5.9,       6,
