

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:04:53 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2010-10-01,,     0.0,     0.0,    12.0,    27.1,    10.8,    17.4,       0,
428,2010-10-02,,     0.0,     0.0,    12.5,    24.8,    10.4,    16.1,       0,
428,2010-10-03,,     0.0,     0.1,     9.1,    22.2,     9.0,    14.1,       0,
428,2010-10-04,,     0.0,     0.9,    10.1,    11.1,     9.1,    10.4,       0,
428,2010-10-05,,     0.0,     2.0,     6.2,    10.4,     5.4,     7.4,       0,
428,2010-10-06,,     0.0,     2.1,     6.3,    10.6,     3.5,     6.6,       0,
428,2010-10-07,,     0.0,     2.5,     5.2,    11.0,     1.5,     6.1,       0,
428,2010-10-08,,     0.0,     2.7,     2.0,     5.2,     2.0,     4.3,       0,
428,2010-10-09,,     0.0,     2.7,     2.6,    13.2,     1.5,     6.2,       0,
428,2010-10-10,,     0.0,     2.7,     9.2,    18.5,     2.2,     9.9,       0,
428,2010-10-11,,     0.0,     2.7,     8.3,    20.3,     8.3,    12.8,       0,
428,2010-10-12,,     0.0,     2.7,     9.1,    16.8,     7.8,    11.6,       0,
428,2010-10-13,,     0.0,     2.7,     8.2,    20.2,     5.7,    11.3,       0,
428,2010-10-14,,     0.0,     2.7,     7.6,    21.1,     5.5,    11.8,       0,
428,2010-10-15,,     0.0,     2.7,     6.1,    19.0,     5.3,    10.8,       0,
428,2010-10-16,,     0.0,     2.7,     5.7,    18.4,     5.0,    10.2,       0,
428,2010-10-17,,     0.0,     2.7,     9.2,    17.3,     5.2,    10.5,       0,
428,2010-10-18,,     0.0,     3.6,     5.1,    10.6,     4.6,     7.1,       0,
428,2010-10-19,,     0.0,     3.6,     8.0,    13.0,     4.5,     8.6,       0,
428,2010-10-20,,     0.0,     3.6,     8.1,    15.8,     5.3,    10.2,       0,
428,2010-10-21,,     0.0,     3.6,     9.0,    16.8,     4.1,    10.0,       0,
428,2010-10-22,,     0.0,     3.7,     5.7,    12.7,     5.6,     8.3,       0,
428,2010-10-23,,     0.0,     3.8,     3.8,    10.6,     3.4,     6.0,       0,
428,2010-10-24,,     0.0,     5.4,     5.9,     6.0,     1.8,     3.3,       0,
428,2010-10-25,,     0.0,    11.3,     1.6,     8.1,     1.6,     6.2,       0,
428,2010-10-26,,     0.0,    11.3,    -0.3,     4.1,    -0.3,     1.4,       0,
428,2010-10-27,,     0.0,    11.3,    -1.4,     5.3,    -3.1,     0.2,       0,
428,2010-10-28,,     0.0,    11.6,     4.7,    13.0,    -4.2,     3.1,       0,
428,2010-10-29,,     0.0,    11.6,     5.5,    11.1,     4.6,     7.0,       0,
428,2010-10-30,,     0.0,    11.6,     5.9,    12.3,     4.0,     6.7,       0,
428,2010-10-31,,     0.0,    11.6,     2.4,     6.0,     2.1,     3.2,       0,
428,2010-11-01,,     0.0,    11.8,     1.3,     9.2,     1.1,     3.7,       0,
428,2010-11-02,,     0.0,    11.8,     5.5,    16.5,     0.7,     6.9,       0,
428,2010-11-03,,     0.0,    11.8,     6.9,    17.1,     5.4,    10.1,       0,
428,2010-11-04,,     0.0,    11.8,     6.2,    21.3,     4.8,    10.4,       0,
428,2010-11-05,,     0.0,    11.8,     6.8,    19.6,     5.2,    10.0,       0,
428,2010-11-06,,     0.0,    11.8,     6.1,    16.6,     5.4,    10.0,       0,
428,2010-11-07,,     0.0,    11.8,     5.8,    13.3,     3.9,     7.5,       0,
428,2010-11-08,,     1.6,    13.7,     0.0,     5.9,     0.0,     2.6,       6,
428,2010-11-09,,     1.4,    13.9,    -4.4,     3.2,    -4.6,    -1.0,       5,
428,2010-11-10,,     1.8,    14.3,     0.0,     4.3,    -6.2,    -1.8,       8,
428,2010-11-11,,     2.3,    14.8,    -1.5,     1.8,    -2.1,    -0.4,      10,
428,2010-11-12,,     2.3,    14.8,    -2.5,     5.1,    -3.2,    -0.2,       9,
428,2010-11-13,,     2.1,    14.8,     1.7,     9.4,    -3.4,     1.3,       8,
428,2010-11-14,,     2.1,    14.8,     4.1,     5.8,     0.0,     3.3,       7,
428,2010-11-15,,     1.8,    14.8,     6.4,    10.4,     3.6,     6.6,       6,
428,2010-11-16,,     1.5,    14.8,     0.9,    11.5,     0.9,     6.3,       4,
428,2010-11-17,,     1.4,    14.8,     1.3,    13.3,    -0.5,     4.2,       4,
