

California (PST) SNOTEL Site Css Lab - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Aug 24 07:05:08 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
428,2015-10-01,,     0.0,     0.0,     8.7,    12.7,     7.6,    10.0,       0,
428,2015-10-02,,     0.0,     1.5,     4.9,     8.8,     4.9,     7.3,       0,
428,2015-10-03,,     0.0,     1.9,     4.6,    16.2,     3.7,     8.6,       0,
428,2015-10-04,,     0.0,     1.9,     6.4,    15.4,     2.8,     7.8,       0,
428,2015-10-05,,     0.0,     1.9,     7.8,    12.7,     6.1,     8.8,       0,
428,2015-10-06,,     0.0,     1.9,     5.5,    16.5,     4.5,     9.7,       0,
428,2015-10-07,,     0.0,     1.9,     6.3,    18.9,     3.8,     9.9,       0,
428,2015-10-08,,     0.0,     1.9,    10.9,    19.1,     5.2,    11.6,       0,
428,2015-10-09,,     0.0,     1.9,    10.7,    23.1,     8.2,    13.6,       0,
428,2015-10-10,,     0.0,     1.9,     7.9,    23.7,     7.2,    13.5,       0,
428,2015-10-11,,     0.0,     1.9,    10.4,    19.7,     7.4,    13.1,       0,
428,2015-10-12,,     0.0,     1.9,     8.4,    21.5,     5.7,    12.4,       0,
428,2015-10-13,,     0.0,     1.9,     9.2,    22.7,     7.2,    13.4,       0,
428,2015-10-14,,     0.0,     1.9,     9.1,    23.8,     8.0,    13.9,       0,
428,2015-10-15,,     0.0,     1.9,     9.3,    22.9,     8.2,    13.8,       0,
428,2015-10-16,,     0.0,     1.9,    10.9,    20.6,     8.0,    12.9,       0,
428,2015-10-17,,     0.0,     1.9,     9.3,    16.8,     7.8,    11.8,       0,
428,2015-10-18,,     0.0,     3.0,     7.5,    11.0,     7.3,     8.5,       0,
428,2015-10-19,,     0.0,     3.1,     1.0,    10.7,     1.0,     6.6,       0,
428,2015-10-20,,     0.0,     3.2,     2.1,    11.8,    -0.3,     4.3,       0,
428,2015-10-21,,     0.0,     3.2,     5.1,    11.7,     1.7,     6.6,       0,
428,2015-10-22,,     0.0,     3.2,     3.3,    13.4,     3.1,     6.9,       0,
428,2015-10-23,,     0.0,     3.2,     7.9,    14.9,     2.3,     7.6,       0,
428,2015-10-24,,     0.0,     3.2,     2.4,    15.8,     2.4,     8.0,       0,
428,2015-10-25,,     0.0,     3.2,     3.4,    13.9,     2.1,     6.9,       0,
428,2015-10-26,,     0.0,     3.2,     5.8,    13.8,     3.0,     7.5,       0,
428,2015-10-27,,     0.0,     3.2,     3.3,    15.4,     0.6,     6.6,       0,
428,2015-10-28,,     0.0,     3.2,     7.0,    11.7,     3.2,     7.3,       0,
428,2015-10-29,,     0.0,     3.7,     2.3,     7.1,     2.3,     4.8,       0,
428,2015-10-30,,     0.0,     3.7,     3.4,     9.9,     0.6,     4.1,       0,
428,2015-10-31,,     0.0,     3.7,     3.5,    15.4,     1.1,     6.7,       0,
428,2015-11-01,,     0.0,     3.7,     8.1,    15.8,     2.2,     8.5,       0,
428,2015-11-02,,     0.0,     4.8,     4.4,     9.2,     3.8,     6.4,       0,
428,2015-11-03,,     0.4,     6.0,    -0.2,     5.0,    -0.4,     1.5,       6,
428,2015-11-04,,     0.3,     6.1,    -2.5,     1.0,    -4.1,    -1.3,       3,
428,2015-11-05,,     0.3,     6.1,    -4.7,     1.2,    -5.5,    -2.7,       3,
428,2015-11-06,,     0.3,     6.1,    -1.3,     5.1,    -6.0,    -1.1,       2,
428,2015-11-07,,     0.2,     6.1,    -1.1,     9.9,    -2.3,     2.1,       2,
428,2015-11-08,,     0.2,     6.1,    -0.3,    13.2,    -2.2,     2.9,       2,
428,2015-11-09,,     0.5,     6.5,    -0.6,     6.0,    -0.6,     1.2,       5,
428,2015-11-10,,     0.8,     7.0,    -3.0,    -0.6,    -3.0,    -1.8,      10,
428,2015-11-11,,     0.9,     7.1,    -7.3,     3.5,    -7.4,    -2.2,       8,
428,2015-11-12,,     0.9,     7.1,    -4.3,     8.6,    -8.5,    -2.3,       7,
428,2015-11-13,,     0.9,     7.1,    -1.0,     9.5,    -5.5,     0.0,       4,
428,2015-11-14,,     0.9,     7.1,     0.0,    14.1,    -2.6,     3.0,       5,
428,2015-11-15,,     0.9,     7.1,     3.1,    10.8,    -1.0,     3.8,       3,
428,2015-11-16,,     1.5,     7.7,    -5.7,     3.4,    -5.7,    -1.4,      12,
428,2015-11-17,,     1.5,     7.8,    -6.4,    -0.4,    -7.0,    -4.7,      10,
428,2015-11-18,,     1.5,     7.8,    -1.6,     8.6,    -6.6,     0.8,       8,
428,2015-11-19,,     1.5,     7.8,    -0.4,    11.9,    -2.6,     2.4,       7,
428,2015-11-20,,     1.4,     7.9,     0.0,    12.7,    -1.0,     3.5,       6,
428,2015-11-21,,     1.2,     7.9,     2.8,    10.5,    -0.5,     3.9,       5,
428,2015-11-22,,     1.2,     7.9,     1.1,    12.8,    -0.6,     3.9,       5,
428,2015-11-23,,     1.1,     7.9,     1.0,    12.7,    -0.5,     4.0,       4,
428,2015-11-24,,     1.1,     7.9,     2.9,     8.3,     0.1,     3.7,       4,
428,2015-11-25,,     2.2,     9.0,    -5.1,     3.0,    -5.1,    -1.4,      13,
428,2015-11-26,,     2.3,     9.2,   -10.0,    -1.9,    -9.9,    -6.2,      14,
428,2015-11-27,,     2.3,     9.2,    -7.2,    -4.2,   -10.0,    -7.0,      14,
428,2015-11-28,,     2.3,     9.2,    -8.2,    -2.6,    -8.9,    -7.1,      14,
428,2015-11-29,,     2.3,     9.2,    -9.9,    -0.9,   -12.4,    -7.7,      14,
428,2015-11-30,,     2.3,     9.2,   -10.0,     4.7,   -12.8,    -6.6,      13,
428,2015-12-01,,     2.4,     9.3,    -5.3,     5.8,   -10.6,    -4.1,      13,
428,2015-12-02,,     2.4,     9.3,    -0.9,     9.0,    -7.0,    -1.1,      12,
428,2015-12-03,,     2.4,     9.3,     5.1,     9.0,    -1.1,     3.6,       9,
428,2015-12-04,,     3.4,    10.3,    -1.2,     7.2,    -1.3,     2.8,      18,
428,2015-12-05,,     3.7,    10.6,    -6.8,     1.4,    -6.8,    -2.1,      19,
428,2015-12-06,,     3.7,    10.6,     1.4,     5.6,    -7.9,    -1.9,      18,
428,2015-12-07,,     3.9,    10.8,     2.3,     3.4,    -1.1,     1.4,      17,
428,2015-12-08,,     3.8,    10.8,     1.0,     4.7,     1.0,     2.6,      15,
428,2015-12-09,,     3.7,    10.9,     2.2,    10.9,     0.6,     3.2,      13,
428,2015-12-10,,     3.8,    11.2,     4.4,     6.2,     0.5,     3.5,      11,
428,2015-12-11,,     5.1,    13.9,    -2.4,     4.7,    -2.4,     0.4,      21,
428,2015-12-12,,     5.7,    14.5,    -5.1,    -0.5,    -5.3,    -2.6,      25,
428,2015-12-13,,     5.8,    14.6,    -0.1,    -0.1,    -8.4,    -3.7,      24,
428,2015-12-14,,     7.5,    16.3,    -5.8,     0.7,    -5.8,    -1.8,      35,
428,2015-12-15,,     7.5,    16.3,    -8.7,    -3.5,   -10.9,    -7.8,      33,
428,2015-12-16,,     7.5,    16.3,    -7.6,    -2.7,    -9.7,    -7.2,      32,
428,2015-12-17,,     7.5,    16.3,    -4.3,     3.5,    -8.9,    -4.2,      30,
428,2015-12-18,,     7.5,    16.3,    -2.9,     1.1,    -4.3,    -1.1,      29,
428,2015-12-19,,     7.7,    16.5,    -1.2,     3.5,    -3.9,    -0.7,      29,
428,2015-12-20,,     8.6,    17.4,    -5.0,    -0.8,    -5.0,    -2.1,      35,
428,2015-12-21,,     9.2,    18.1,    -0.1,    -0.1,    -8.0,    -4.1,      37,
428,2015-12-22,,    12.3,    20.8,     1.2,     1.4,    -0.1,     0.9,      54,
428,2015-12-23,,    13.7,    22.2,     0.2,     3.3,     0.0,     1.7,      48,
428,2015-12-24,,    14.2,    22.7,    -5.6,     0.2,    -5.7,    -3.4,      49,
428,2015-12-25,,    15.4,    23.9,    -7.8,    -4.3,    -7.8,    -5.8,      62,
428,2015-12-26,,    15.4,    23.9,    -8.6,    -2.6,   -11.0,    -7.2,      57,
428,2015-12-27,,    15.4,    23.9,    -8.1,    -2.1,   -10.5,    -7.4,      56,
428,2015-12-28,,    15.4,    23.9,    -5.7,     0.3,    -9.2,    -5.1,      53,
428,2015-12-29,,    15.4,    23.9,    -5.8,    -1.6,    -6.5,    -4.9,      53,
428,2015-12-30,,    15.4,    23.9,   -10.1,     1.2,   -10.6,    -5.8,      52,
428,2015-12-31,,    15.4,    23.9,    -6.9,     0.0,   -10.4,    -5.5,      51,
428,2016-01-01,,    15.4,    23.9,   -11.8,    -2.3,   -11.7,    -8.1,      51,
428,2016-01-02,,    15.4,    23.9,   -14.8,    -4.2,   -14.9,   -11.1,      51,
428,2016-01-03,,    15.4,    23.9,    -2.7,     2.8,   -14.9,    -4.9,      49,
428,2016-01-04,,    15.4,    23.9,    -1.8,     5.3,    -3.1,    -0.6,      48,
428,2016-01-05,,    15.5,    24.0,     0.1,     1.8,    -4.7,    -1.2,      50,
428,2016-01-06,,    16.6,    24.9,    -2.4,     0.6,    -2.4,    -0.3,      58,
428,2016-01-07,,    17.2,    25.5,    -2.8,    -1.2,    -4.3,    -2.4,      63,
428,2016-01-08,,    17.3,    25.6,    -9.4,     0.2,    -9.5,    -3.6,      62,
428,2016-01-09,,    17.4,    25.7,    -3.4,     2.8,   -10.9,    -5.1,      60,
428,2016-01-10,,    17.6,    25.9,    -1.8,     1.0,    -3.7,    -1.6,      59,
428,2016-01-11,,    17.6,    25.9,    -4.4,     2.8,    -4.9,    -1.8,      58,
428,2016-01-12,,    17.7,    26.0,    -4.1,     5.6,    -7.4,    -1.9,      55,
428,2016-01-13,,    17.7,    26.0,     0.4,     7.8,    -6.4,    -0.9,      56,
428,2016-01-14,,    19.6,    27.9,    -3.2,     1.9,    -3.7,    -0.9,      67,
428,2016-01-15,,    20.9,    29.2,    -0.9,     0.0,    -7.4,    -2.9,      74,
428,2016-01-16,,    21.4,    29.7,    -1.0,     2.5,    -6.4,    -1.3,      74,
428,2016-01-17,,    21.8,    30.1,     0.7,     4.3,    -1.1,     1.5,      73,
428,2016-01-18,,    22.6,    30.9,     0.4,     3.2,    -0.1,     1.4,      77,
428,2016-01-19,,    23.2,    31.5,     0.6,     2.4,     0.0,     0.7,      76,
428,2016-01-20,,    24.6,    32.9,     0.8,     2.7,     0.1,     1.1,      80,
428,2016-01-21,,    24.6,    32.9,    -1.5,     5.8,    -1.8,     0.4,      78,
428,2016-01-22,,    24.6,    32.9,     3.3,     9.3,    -1.5,     2.1,      77,
428,2016-01-23,,    25.6,    33.9,     1.5,     3.8,     0.9,     2.0,      79,
428,2016-01-24,,    26.7,    35.0,    -1.2,     1.6,    -1.7,    -0.6,      85,
